INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
22971	±‰“Ï¿∂›Æªº¶	2297	65	9	1	0	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	1	22970																																																																																																					
22972	±‰“Ï¿∂›Æªº¶	2297	65	9	1	0	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	2	22970																																																																																																					
22973	±‰“Ï¿∂›Æªº¶	2297	65	9	1	0	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	3	22970																																																																																																					
22974	±‰“Ï¿∂›Æªº¶	2297	65	9	1	0	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	4	22970																																																																																																					
22975	±‰“Ï¿∂›Æªº¶	2297	65	9	1	0	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	5	22970																																																																																																					
22979	¿∂›Æªº¶±¶±¶	2297	65	9	0	1	1	10	698	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22970	0	22970																																																																																																					
22980	≥…ƒÍÀ‚ƒ‡ªº¶	2298	75	9	0	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	9	22980																																																																																																					
22981	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	1	22980																																																																																																					
22982	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	2	22980																																																																																																					
22983	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	3	22980																																																																																																					
22984	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	4	22980																																																																																																					
22985	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	5	22980																																																																																																					
22986	±‰“ÏÀ‚ƒ‡ªº¶	2298	75	9	1	0	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	6	22980																																																																																																					
22989	À‚ƒ‡ªº¶±¶±¶	2298	75	9	0	1	1	10	698	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22980	0	22980																																																																																																					
22990	≥…ƒÍøß‡¨ªº¶	2299	85	9	0	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	9	22990																																																																																																					
22991	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	1	22990																																																																																																					
22992	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	2	22990																																																																																																					
22993	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	3	22990																																																																																																					
22994	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	4	22990																																																																																																					
22995	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	5	22990																																																																																																					
22996	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	6	22990																																																																																																					
22997	±‰“Ïøß‡¨ªº¶	2299	85	9	1	0	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	7	22990																																																																																																					
22999	øß‡¨ªº¶±¶±¶	2299	85	9	0	1	1	10	698	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22990	0	22990																																																																																																					
23000	≥…ƒÍƒÃ”Õªº¶	2300	95	9	0	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	9	23000																																																																																																					
23001	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	1	23000																																																																																																					
23002	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	2	23000																																																																																																					
23003	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	3	23000																																																																																																					
23004	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	4	23000																																																																																																					
23005	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	5	23000																																																																																																					
23006	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	6	23000																																																																																																					
23007	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	7	23000																																																																																																					
23008	±‰“ÏƒÃ”Õªº¶	2300	95	9	1	0	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	8	23000																																																																																																					
23009	ƒÃ”Õªº¶±¶±¶	2300	95	9	0	1	1	10	698	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23000	0	23000																																																																																																					
23010	≥…ƒÍ≥Û–°—º	2301	5	9	0	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	9	23010																																																																																																					
23011	±‰“Ï≥Û–°—º	2301	5	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	1	23010																																																																																																					
23012	±‰“Ï≥Û–°—º	2301	5	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	2	23010																																																																																																					
23013	±‰“Ï≥Û–°—º	2301	5	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	3	23010																																																																																																					
23014	±‰“Ï≥Û–°—º	2301	5	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	4	23010																																																																																																					
23015	±‰“Ï≥Û–°—º	2301	5	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	5	23010																																																																																																					
23016	…Ò√ÿ∆Û∂Ï	2301	5	9	1	0	1011	10	688	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	656	750	1219	750	1032	540	594	621	702	810	500	300	150	30	20	60000	23010	6	23010																																																																																																					
23017	…Ò√ÿ‘ß—Ï	2301	5	9	1	0	1	10	688	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	628	718	1166	718	987	540	594	621	702	810	500	100	200	100	100	60000	23010	7	23010																																																																																																					
23018	…Ò√ÿƒÍ ﬁ	2301	5	9	1	0	1000	10	684	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	1256	897	448	807	628	540	594	621	702	810	100	100	200	100	500	60000	23010	8	23010																																																																																																					
23019	≥Û–°—º±¶±¶	2301	5	9	0	1	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66236	510	510	510	510	510	540	594	621	702	810	900	50	20	20	10	60000	23010	0	23010																																																																																																					
23020	≥…ƒÍ≥Û–°—º	2302	55	9	0	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	9	23020																																																																																																					
23021	±‰“Ï≥Û–°—º	2302	55	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	1	23020																																																																																																					
23022	±‰“Ï≥Û–°—º	2302	55	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	2	23020																																																																																																					
23023	±‰“Ï≥Û–°—º	2302	55	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	3	23020																																																																																																					
23024	±‰“Ï≥Û–°—º	2302	55	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	4	23020																																																																																																					
23025	±‰“Ï≥Û–°—º	2302	55	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	5	23020																																																																																																					
23026	…Ò√ÿ∆Û∂Ï	2302	55	9	1	0	1000	10	688	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	756	864	1405	864	1189	1051	1156	1208	1366	1576	500	200	150	100	50	60000	23020	6	23020																																																																																																					
23027	…Ò√ÿ‘ß—Ï	2302	55	9	1	0	1	10	688	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	749	856	1392	856	1178	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23020	7	23020																																																																																																					
23028	…Ò√ÿƒÍ ﬁ	2302	55	9	1	0	1000	10	684	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1499	1071	535	963	749	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23020	8	23020																																																																																																					
23029	≥Û–°—º±¶±¶	2302	55	9	0	1	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	637	637	637	637	637	1051	1156	1208	1366	1576	900	50	20	20	10	60000	23020	0	23020																																																																																																					
23030	≥…ƒÍ≥Û–°—º	2303	85	9	0	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	60000	23030	9	23030																																																																																																					
23031	±‰“Ï≥Û–°—º	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	60000	23030	1	23030																																																																																																					
23032	±‰“Ï≥Û–°—º	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	60000	23030	2	23030																																																																																																					
23033	±‰“Ï≥Û–°—º	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	60000	23030	3	23030																																																																																																					
23034	±‰“Ï≥Û–°—º	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	60000	23030	4	23030																																																																																																					
